,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
0,382770,1,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382770,352,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382791,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382791,35,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382791,134,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382792,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382794,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382795,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382799,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382810,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382811,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382830,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382834,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382856,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382878,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382913,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382913,1118,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382913,1185,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382913,1300,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,382913,1514,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,382913,1940,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382921,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382921,1142,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382922,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382922,5,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382922,27,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382924,1,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382924,15,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382924,144,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382924,225,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382937,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382960,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383028,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383034,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383036,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383134,1,14,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383148,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383148,3,14,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383153,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383155,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383155,863,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383155,975,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383155,1040,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383155,1349,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383155,1839,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383162,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383162,1200,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383162,1329,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383162,1397,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383163,1,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383163,86,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383173,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383174,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383174,204,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383174,287,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383174,372,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383174,664,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383175,1,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383175,69,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383247,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383247,62,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383247,74,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383247,85,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383247,95,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383254,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383254,1237,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383255,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383255,87,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383255,150,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383255,448,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383255,870,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383275,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383276,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383277,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383323,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383323,1161,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383323,1204,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383323,1308,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383326,1,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383326,25,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383326,174,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383326,181,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383326,338,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383326,351,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
6,383326,497,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383363,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383363,172,4,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383363,282,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383365,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383366,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383367,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383367,208,15,0.0,HLT_PFJet320_v30/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
0,383368,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383368,60,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383368,168,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383368,240,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383368,514,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383368,965,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383377,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383417,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383418,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383418,363,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383418,469,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383418,552,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383418,845,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383447,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383448,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383449,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383449,146,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383449,264,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383449,326,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383449,672,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383449,1103,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383467,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383468,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383468,884,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383468,1008,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383468,1088,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383468,1404,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383468,1858,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383485,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383485,62,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383485,78,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383486,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383487,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383487,1018,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383487,1124,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383487,1195,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383487,1492,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383487,2002,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383496,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383512,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383512,1265,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383512,1359,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383512,1436,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383512,1770,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383512,1806,15,0.0,HLT_PFJet320_v30/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
6,383512,1822,0,0.0,HLT_PFJet320_v30/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
0,383514,1,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383514,137,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383514,148,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383536,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383537,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383541,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383629,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383630,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383631,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383631,373,4,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383631,495,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383631,704,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383631,825,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383631,912,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
6,383631,1302,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
7,383631,1659,11,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383647,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383648,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383649,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383650,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383661,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383661,5,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383662,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383669,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383687,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383692,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383693,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383694,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383695,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383695,93,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383695,257,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383695,331,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383695,525,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383712,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383712,1207,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383712,1334,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383712,1407,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383724,1,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383740,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383741,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383741,532,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383756,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
