,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
2,385986,283,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385986,1434,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385986,1543,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,385986,1641,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
6,385986,1922,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386006,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386008,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386010,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386025,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386025,1447,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386025,1664,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386025,1771,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386279,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386285,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386308,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386308,59,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386308,71,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386308,81,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,386308,94,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,386308,139,19,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386313,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386313,79,19,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386319,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386319,95,19,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386478,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386478,138,20,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386505,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386505,124,21,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386509,1,21,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386509,104,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386553,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386553,141,19,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386553,203,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386554,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386554,502,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386554,563,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386554,659,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,386554,991,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386592,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386593,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386593,28,20,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386593,140,21,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386593,244,22,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,386593,346,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386594,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386594,143,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386594,281,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386594,351,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,386594,699,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386604,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386604,1331,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386604,1426,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386604,1518,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,386604,1855,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386605,1,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386614,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386615,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386616,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386617,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386618,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386618,267,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386618,395,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386618,456,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,386618,805,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386629,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386630,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386640,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386642,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386642,146,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386642,231,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386642,327,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,386642,645,25,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,386642,653,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
6,386642,676,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386661,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386668,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386672,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386673,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386679,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386693,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386694,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386694,1148,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386694,1230,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386694,1332,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386702,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386703,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386704,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386704,416,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386704,541,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386704,645,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,386704,964,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386705,1,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386764,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386795,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386795,106,23,0.0,HLT_PFJet320_v31/0,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386795,118,24,0.0,HLT_PFJet320_v31/0,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386801,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386801,98,24,0.0,HLT_PFJet320_v31/0,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386814,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386851,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386852,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386853,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386854,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386854,418,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386854,423,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386854,472,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386863,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386864,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386864,777,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386864,907,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386864,992,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,386864,1347,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386872,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386873,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386885,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386885,1335,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386917,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386924,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386924,1306,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,386924,1433,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,386924,1519,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,386924,1622,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,386924,1666,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386925,1,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,386925,22,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386945,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,386951,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
